Index,IQ,CGPA,Placement
3902,93,7.67,1
3903,103,9.6,1
3904,122,7.21,1
3905,79,7.32,1
3906,92,9.24,1
3907,89,6.3,1
3908,126,5.83,0
3909,125,6.1,1
3910,89,10.0,1
3911,102,5.72,0
3912,99,9.53,1
3913,107,6.77,0
3914,103,6.64,1
3915,114,7.39,0
3916,109,4.48,0
3917,127,5.5,0
3918,96,8.53,1
3919,130,7.38,1
3920,106,7.95,1
3921,106,6.7,1
3922,102,5.35,0
3923,88,4.1,0
3924,113,7.45,1
3925,95,4.8,0
3926,99,5.62,0
3927,95,4.23,0
3928,87,7.12,0
3929,121,9.05,1
3930,81,8.91,1
3931,105,8.65,1
3932,77,5.74,0
3933,82,6.8,1
3934,97,6.18,0
3935,96,4.81,0
3936,121,8.02,1
3937,86,6.4,1
3938,114,7.79,1
3939,111,6.97,0
3940,96,4.82,0
3941,123,5.23,1
3942,130,6.8,1
3943,106,6.03,0
3944,111,4.55,0
3945,105,6.77,1
3946,133,6.95,0
3947,90,7.88,1
3948,106,6.65,1
3949,85,4.0,0
3950,112,7.01,1
3951,111,6.01,1
3952,101,8.24,1
3953,105,7.39,1
3954,114,9.09,1
3955,88,6.71,0
3956,110,7.43,1
3957,102,7.37,1
3958,99,4.66,0
3959,100,7.22,1
3960,106,6.33,1
3961,106,6.86,1
3962,103,6.31,1
3963,94,6.3,0
3964,91,6.41,0
3965,101,6.34,0
3966,79,8.25,1
3967,86,4.0,0
3968,101,10.0,1
3969,77,5.83,0
3970,108,4.96,0
3971,94,5.25,0
3972,116,7.98,0
3973,97,7.8,0
3974,107,5.94,1
3975,106,10.0,1
3976,95,5.63,0
3977,137,6.24,0
3978,99,7.17,0
3979,96,5.9,1
3980,119,7.91,1
3981,111,9.62,1
3982,113,4.77,0
3983,86,8.58,1
3984,98,4.0,0
3985,97,8.74,1
3986,92,8.29,1
3987,105,5.12,0
3988,92,6.87,1
3989,128,7.34,1
3990,108,4.77,0
3991,92,5.87,0
3992,108,4.82,0
3993,138,4.94,0
3994,70,6.38,1
3995,115,6.91,1
3996,143,9.2,1
3997,83,6.23,1
3998,111,5.15,0
3999,117,6.66,1
4000,122,4.17,0
4001,104,6.82,1
4002,114,6.75,1
4003,98,5.94,0
4004,95,7.99,0
4005,97,7.67,0
4006,114,7.1,0
4007,112,7.57,1
4008,119,7.49,1
4009,141,4.83,0
4010,111,5.16,1
4011,103,8.63,1
4012,101,4.0,0
4013,88,7.26,0
4014,103,7.93,1
4015,108,7.72,1
4016,120,6.15,0
4017,121,8.32,1
4018,102,7.14,0
4019,128,6.78,0
4020,96,4.94,0
4021,108,7.74,1
4022,110,6.33,0
4023,127,7.79,1
4024,109,4.7,0
4025,111,6.78,1
4026,130,7.82,1
4027,106,5.67,0
4028,92,8.98,1
4029,112,8.53,1
4030,113,4.97,0
4031,100,7.73,1
4032,125,5.96,1
4033,107,4.51,1
4034,102,8.36,1
4035,87,6.6,0
4036,106,6.34,1
4037,116,6.16,1
4038,100,7.81,1
4039,112,5.74,0
4040,119,6.69,1
4041,100,8.06,1
4042,102,7.9,1
4043,97,9.54,1
4044,89,7.32,1
4045,111,6.74,0
4046,91,8.19,1
4047,88,7.31,1
4048,99,7.78,1
4049,117,6.36,0
4050,71,6.43,1
4051,88,7.78,1
4052,106,7.79,1
4053,107,6.22,1
4054,108,6.88,1
4055,114,5.83,0
4056,103,6.91,0
4057,110,4.0,0
4058,76,6.34,0
4059,91,4.67,0
4060,105,7.22,1
4061,84,7.52,1
4062,111,6.2,1
4063,91,7.43,1
4064,108,7.92,1
4065,112,5.88,0
4066,92,6.82,1
4067,130,4.97,0
4068,127,7.86,1
4069,113,8.62,1
4070,84,6.79,0
4071,123,8.51,1
4072,99,6.7,1
4073,106,7.58,1
4074,119,7.42,0
4075,125,4.9,0
4076,119,5.79,1
4077,113,5.6,1
4078,102,6.03,1
4079,93,8.21,1
4080,88,6.94,1
4081,118,8.99,1
4082,108,5.87,0
4083,101,8.1,1
4084,140,8.0,1
4085,94,7.94,1
4086,85,7.8,0
4087,103,8.36,1
4088,82,7.0,0
4089,114,5.56,0
4090,74,7.04,1
4091,87,7.07,1
4092,101,7.18,0
4093,86,9.68,1
4094,114,7.88,1
4095,114,7.14,1
4096,100,5.94,0
4097,85,8.38,1
4098,119,8.58,1
4099,95,5.71,1
4100,108,6.69,1
4101,111,5.63,1
4102,115,8.26,1
4103,133,9.09,0
4104,92,4.97,0
4105,116,9.36,1
4106,122,6.46,1
4107,117,4.03,0
4108,119,7.18,1
4109,70,6.29,0
4110,91,7.0,1
4111,115,4.0,0
4112,100,7.6,1
4113,112,6.26,0
4114,94,7.88,0
4115,117,7.09,1
4116,95,4.9,0
4117,100,4.0,0
4118,118,7.59,1
4119,105,6.02,1
4120,128,8.16,1
4121,97,7.85,1
4122,101,7.62,1
4123,115,7.21,1
4124,113,5.47,0
4125,105,7.04,1
4126,111,7.88,1
4127,140,5.84,0
4128,99,6.69,0
4129,83,6.03,0
4130,123,9.88,1
4131,93,5.83,0
4132,131,6.57,1
4133,97,7.86,1
4134,101,7.76,0
4135,106,8.0,1
4136,92,4.19,0
4137,94,7.14,0
4138,127,6.58,0
4139,107,8.6,1
4140,90,4.64,0
4141,117,6.35,0
4142,94,6.92,1
4143,100,8.69,1
4144,80,7.26,1
4145,101,7.23,1
4146,108,7.74,0
4147,95,5.92,0
4148,92,9.55,1
4149,87,7.25,1
4150,102,8.77,0
4151,97,6.21,0
4152,118,6.37,1
4153,104,4.65,0
4154,90,6.57,1
4155,100,6.39,1
4156,127,7.87,1
4157,89,7.24,0
4158,110,8.73,1
4159,98,7.55,0
4160,101,6.61,1
4161,120,5.31,0
4162,109,8.69,1
4163,119,7.78,1
4164,88,4.79,0
4165,96,8.09,1
4166,102,5.18,0
4167,89,5.74,0
4168,102,8.44,1
4169,98,4.66,0
4170,93,6.96,0
4171,117,6.58,1
4172,112,9.75,1
4173,103,6.8,1
4174,90,6.03,0
4175,114,5.3,1
4176,116,6.83,1
4177,96,7.18,0
4178,94,4.65,0
4179,109,5.23,0
4180,92,5.79,0
4181,101,5.89,0
4182,101,7.03,1
4183,122,7.51,1
4184,112,7.65,1
4185,82,6.81,0
4186,88,4.77,0
4187,101,6.22,0
4188,88,6.19,0
4189,99,4.46,0
4190,88,7.17,1
4191,80,7.86,0
4192,128,6.73,0
4193,87,7.29,1
4194,103,9.06,1
4195,105,8.79,1
4196,80,7.51,1
4197,126,5.65,0
4198,127,5.68,0
4199,116,7.9,1
4200,123,6.63,1
4201,99,8.0,1
4202,109,7.91,1
4203,109,7.11,1
4204,82,8.98,0
4205,112,9.15,1
4206,111,7.14,1
4207,104,5.8,0
4208,70,7.4,1
4209,99,7.11,1
4210,133,6.66,1
4211,90,6.83,1
4212,120,8.0,1
4213,99,4.77,0
4214,101,8.27,1
4215,129,8.48,1
4216,78,8.74,1
4217,84,8.91,1
4218,107,9.06,1
4219,114,7.46,1
4220,98,6.72,1
4221,100,6.29,0
4222,107,6.35,1
4223,80,6.64,0
4224,100,6.56,1
4225,110,7.71,1
4226,120,7.08,1
4227,107,7.76,1
4228,91,9.02,1
4229,102,8.44,1
4230,98,6.98,1
4231,105,5.84,1
4232,126,6.61,1
4233,97,6.54,1
4234,89,5.72,1
4235,119,5.93,0
4236,154,7.9,1
4237,118,6.63,0
4238,107,6.93,1
4239,83,9.51,1
4240,84,6.5,0
4241,104,7.76,1
4242,117,6.37,0
4243,111,4.34,0
4244,83,9.66,1
4245,102,5.72,0
4246,139,8.12,1
4247,127,8.47,1
4248,109,6.78,1
4249,93,7.0,0
4250,83,9.87,1
4251,108,4.36,0
4252,111,5.65,0
4253,100,8.42,1
4254,96,6.91,1
4255,114,6.82,1
4256,101,6.96,1
4257,114,7.78,1
4258,102,7.25,0
4259,124,4.0,0
4260,122,4.89,1
4261,94,6.28,1
4262,107,4.0,0
4263,119,7.43,0
4264,130,6.32,1
4265,105,5.45,0
4266,71,9.05,1
4267,89,6.48,1
4268,90,4.34,0
4269,100,6.26,1
4270,126,6.38,0
4271,115,7.58,1
4272,106,7.57,1
4273,123,8.8,1
4274,107,7.7,1
4275,112,7.03,1
4276,111,5.26,0
4277,94,6.57,1
4278,112,5.29,0
4279,96,7.35,0
4280,92,5.17,0
4281,102,9.82,1
4282,132,5.16,0
4283,88,8.46,1
4284,93,6.16,1
4285,77,7.81,1
4286,105,4.84,0
4287,97,7.55,1
4288,102,7.21,1
4289,107,7.49,1
4290,107,6.96,0
4291,106,5.02,0
4292,71,7.94,1
4293,117,7.23,0
4294,89,7.04,1
4295,101,7.32,1
4296,106,5.91,0
4297,98,4.94,0
4298,99,8.19,1
4299,102,5.05,1
4300,95,6.66,0
4301,112,4.52,0
4302,104,5.1,0
4303,105,7.03,0
4304,131,10.0,1
4305,110,6.94,1
4306,92,5.28,0
4307,111,6.07,1
4308,111,6.75,0
4309,110,4.73,0
4310,94,5.92,1
4311,104,8.39,1
4312,119,7.81,0
4313,124,6.93,1
4314,92,8.59,1
4315,117,7.95,1
4316,134,7.12,1
4317,82,9.76,0
4318,120,5.41,0
4319,116,8.24,1
4320,121,8.26,1
4321,128,4.76,0
4322,112,5.61,1
4323,108,6.54,0
4324,101,7.12,1
4325,116,7.9,1
4326,112,5.57,0
4327,103,5.53,0
4328,117,4.14,0
4329,83,6.15,0
4330,101,5.97,0
4331,70,8.53,1
4332,103,6.06,1
4333,86,6.82,0
4334,80,5.51,0
4335,91,5.66,0
4336,114,6.32,0
4337,90,5.05,0
4338,95,4.96,0
4339,121,6.32,0
4340,102,8.22,1
4341,140,6.99,1
4342,117,6.75,1
4343,109,7.51,1
4344,107,8.53,1
4345,117,9.41,1
4346,115,8.67,1
4347,97,9.23,1
4348,84,8.94,1
4349,111,6.74,1
4350,109,9.01,1
4351,137,5.54,0
4352,99,5.28,0
4353,111,7.53,1
4354,111,8.41,1
4355,130,10.0,1
4356,90,6.03,0
4357,111,7.78,0
4358,105,5.91,0
4359,132,8.23,1
4360,120,6.28,0
4361,93,6.62,1
4362,123,6.13,1
4363,134,6.17,1
4364,111,5.21,0
4365,114,8.98,1
4366,106,6.86,1
4367,83,6.96,1
4368,110,4.0,0
4369,117,6.03,0
4370,124,7.26,1
4371,102,10.0,1
4372,131,6.71,1
4373,112,7.24,1
4374,91,6.77,1
4375,70,8.27,1
4376,85,8.12,0
4377,123,7.41,0
4378,102,7.48,1
4379,92,7.65,1
4380,105,8.33,1
4381,105,5.96,0
4382,110,8.06,1
4383,98,7.91,0
4384,91,8.63,1
4385,116,5.03,0
4386,81,8.41,1
4387,99,7.06,1
4388,91,5.66,0
4389,79,5.98,0
4390,90,8.41,1
4391,112,7.72,1
4392,101,9.58,1
4393,108,7.14,1
4394,100,7.03,1
4395,141,5.63,1
4396,117,6.78,1
4397,93,6.07,0
4398,89,4.72,0
4399,114,7.9,1
4400,107,8.84,1
4401,106,7.85,1
4402,151,6.84,1
4403,123,8.08,1
4404,106,4.69,0
4405,112,7.42,0
4406,103,4.86,0
4407,126,8.06,1
4408,120,10.0,1
4409,85,5.98,0
4410,80,7.04,0
4411,128,8.63,1
4412,72,8.09,1
4413,108,4.38,0
4414,87,4.0,0
4415,93,10.0,1
4416,124,4.6,0
4417,106,5.53,0
4418,101,6.47,0
4419,110,7.47,1
4420,114,6.68,0
4421,107,8.42,1
4422,101,7.87,1
4423,105,6.14,0
4424,125,6.93,0
4425,83,6.37,1
4426,92,6.83,1
4427,106,6.97,0
4428,99,6.91,1
4429,108,5.87,0
4430,130,8.08,1
4431,115,8.82,1
4432,113,8.3,1
4433,82,7.02,1
4434,96,7.96,1
4435,96,6.12,1
4436,127,4.9,0
4437,118,7.7,1
4438,115,7.21,1
4439,111,6.6,0
4440,93,5.64,1
4441,105,7.59,1
4442,70,8.59,0
4443,111,5.64,0
4444,112,10.0,1
4445,123,6.53,0
4446,93,6.12,0
4447,94,6.02,1
4448,106,7.31,1
4449,96,4.05,0
4450,90,7.45,0
4451,119,7.86,1
4452,97,5.75,1
4453,119,6.56,0
4454,92,5.59,0
4455,121,6.31,0
4456,102,6.58,1
4457,95,7.1,1
4458,104,7.38,1
4459,97,8.73,1
4460,117,8.52,1
4461,118,4.59,0
4462,102,9.15,0
4463,95,7.32,1
4464,111,5.37,1
4465,101,7.2,1
4466,96,8.44,1
4467,90,6.73,0
4468,91,6.95,1
4469,89,9.68,1
4470,93,7.39,0
4471,119,6.62,0
4472,74,5.32,0
4473,109,5.52,0
4474,95,6.41,1
4475,118,5.4,0
4476,98,6.76,0
4477,120,7.29,1
4478,86,8.43,1
4479,117,8.11,1
4480,124,6.71,1
4481,110,10.0,1
4482,115,5.52,0
4483,92,7.95,1
4484,88,6.91,1
4485,107,5.6,1
4486,116,6.73,1
4487,108,7.78,1
4488,108,8.64,1
4489,105,7.7,1
4490,116,4.0,0
4491,120,4.69,0
4492,99,5.41,1
4493,108,9.75,1
4494,126,7.29,1
4495,116,7.59,1
4496,108,5.96,0
4497,116,6.49,1
4498,109,7.17,1
4499,124,6.97,1
4500,111,7.13,1
4501,113,7.8,1
4502,118,6.58,0
4503,130,6.47,0
4504,78,7.27,1
4505,82,7.43,0
4506,145,6.0,0
4507,91,8.59,1
4508,94,7.79,1
4509,114,9.29,1
4510,114,8.02,1
4511,123,7.42,1
4512,91,7.89,1
4513,99,4.0,0
4514,95,8.36,1
4515,121,5.28,1
4516,136,7.87,1
4517,107,6.07,1
4518,82,6.22,0
4519,94,7.7,1
4520,105,7.04,0
4521,99,5.85,0
4522,113,5.6,0
4523,73,6.39,1
4524,106,5.47,0
4525,102,9.14,1
4526,77,5.03,0
4527,91,4.0,0
4528,115,7.53,1
4529,111,5.81,0
4530,91,8.92,1
4531,123,6.85,0
4532,107,7.83,1
4533,109,5.55,0
4534,132,8.69,1
4535,116,7.78,1
4536,98,4.9,0
4537,92,5.32,0
4538,142,6.99,0
4539,86,4.22,0
4540,126,7.27,1
4541,116,5.97,0
4542,95,8.77,1
4543,78,5.75,0
4544,122,6.77,0
4545,110,6.05,0
4546,130,6.95,1
4547,99,4.68,0
4548,124,6.14,1
4549,74,4.95,0
4550,110,9.25,1
4551,101,7.46,0
4552,135,8.41,1
4553,108,8.82,1
4554,128,4.0,0
4555,97,9.26,1
4556,105,8.95,1
4557,106,10.0,1
4558,101,8.01,1
4559,106,8.77,1
4560,79,7.31,0
4561,117,7.77,1
4562,118,8.33,1
4563,117,9.56,1
4564,131,6.03,1
4565,109,7.8,1
4566,90,7.41,0
4567,82,5.5,0
4568,112,8.41,1
4569,110,5.15,0
4570,95,5.33,0
4571,96,6.36,0
4572,119,7.95,1
4573,82,8.49,0
4574,98,10.0,1
4575,116,7.59,1
4576,109,7.33,1
4577,104,8.92,0
4578,120,7.95,1
4579,121,6.67,1
4580,103,5.41,0
4581,86,6.13,0
4582,70,7.78,1
4583,114,6.52,0
4584,98,6.93,1
4585,92,9.16,1
4586,115,6.66,0
4587,110,6.3,0
4588,105,5.2,0
4589,78,5.51,0
4590,109,4.03,0
4591,113,6.57,1
4592,98,6.04,0
4593,107,10.0,0
4594,100,6.73,0
4595,121,4.0,0
4596,117,6.39,0
4597,111,8.07,1
4598,92,7.44,1
4599,116,8.88,1
4600,106,4.37,0
4601,97,7.84,1
4602,92,5.51,0
4603,119,9.52,1
4604,109,6.43,1
4605,89,6.92,0
4606,111,7.04,1
4607,130,6.75,0
4608,135,8.63,1
4609,100,7.12,1
4610,112,7.18,1
4611,120,5.11,1
4612,118,6.7,1
4613,112,8.93,1
4614,107,6.83,1
4615,99,6.76,0
4616,107,8.39,1
4617,101,8.88,1
4618,102,7.16,0
4619,98,6.96,0
4620,124,8.96,1
4621,106,7.74,1
4622,115,7.21,1
4623,115,5.5,0
4624,126,6.51,0
4625,101,4.0,0
4626,109,6.08,0
4627,91,7.87,1
4628,125,4.92,0
4629,95,5.98,0
4630,115,8.14,1
4631,103,7.45,1
4632,122,5.0,1
4633,88,6.73,0
4634,104,5.68,0
4635,73,6.62,0
4636,94,8.65,1
4637,126,9.07,1
4638,106,6.24,0
4639,83,7.88,1
4640,118,7.25,1
4641,130,9.81,1
4642,75,4.0,1
4643,104,7.06,0
4644,93,6.39,0
4645,99,5.35,0
4646,123,7.14,1
4647,91,4.0,0
4648,92,7.29,1
4649,115,10.0,1
4650,95,7.29,1
4651,132,5.99,1
4652,83,7.95,1
4653,105,5.87,0
4654,111,6.91,1
4655,102,8.19,1
4656,90,5.39,0
4657,116,7.01,1
4658,108,6.34,1
4659,109,6.36,1
4660,124,6.0,1
4661,103,7.4,1
4662,106,8.35,1
4663,85,4.99,0
4664,113,4.83,0
4665,114,7.38,1
4666,107,6.95,1
4667,101,9.93,1
4668,142,6.1,1
4669,85,5.67,1
4670,97,9.49,1
4671,89,6.32,0
4672,118,7.43,1
4673,103,6.35,1
4674,91,8.24,1
4675,129,6.32,0
4676,116,8.88,1
4677,112,8.32,1
4678,97,5.52,0
4679,99,7.98,1
4680,92,5.98,0
4681,93,6.97,1
4682,100,6.74,0
4683,90,7.2,1
4684,92,5.49,0
4685,119,8.91,1
4686,137,5.39,0
4687,94,5.58,1
4688,104,7.61,1
4689,90,5.41,0
4690,103,6.51,0
4691,109,9.97,0
4692,98,7.58,1
4693,115,5.79,1
4694,110,5.93,1
4695,97,8.72,1
4696,94,6.01,1
4697,100,4.71,0
4698,103,5.92,0
4699,118,6.69,0
4700,72,6.21,1
4701,98,5.77,1
4702,132,7.45,0
4703,71,5.7,0
4704,101,6.11,0
4705,110,7.56,1
4706,93,5.58,1
4707,100,8.06,1
4708,137,6.44,1
4709,84,7.2,1
4710,115,7.81,1
4711,89,7.02,1
4712,111,5.59,0
4713,110,6.59,1
4714,116,6.74,1
4715,76,5.22,0
4716,115,7.06,1
4717,101,8.43,1
4718,113,6.31,1
4719,116,8.54,1
4720,120,6.36,1
4721,129,5.34,0
4722,111,7.53,1
4723,136,4.99,1
4724,123,9.46,1
4725,91,8.89,1
4726,80,6.12,0
4727,128,6.54,0
4728,109,7.46,1
4729,102,4.06,0
4730,126,7.06,1
4731,121,5.22,0
4732,107,6.18,1
4733,102,4.84,0
4734,85,7.03,1
4735,100,5.16,0
4736,92,7.63,1
4737,130,8.43,1
4738,115,6.25,0
4739,99,7.87,1
4740,116,8.09,1
4741,113,5.2,0
4742,132,6.47,1
4743,114,7.57,1
4744,86,7.23,0
4745,115,7.29,1
4746,119,6.89,1
4747,102,4.36,0
4748,115,7.28,1
4749,101,7.48,0
4750,140,7.0,1
4751,117,9.41,1
4752,117,8.52,1
4753,106,5.82,0
4754,111,8.07,1
4755,99,7.58,1
4756,110,5.63,0
4757,119,4.86,0
4758,127,7.52,1
4759,88,7.83,1
4760,81,8.79,0
4761,99,6.27,0
4762,113,7.17,0
4763,124,4.86,0
4764,92,6.41,0
4765,111,6.31,0
4766,130,10.0,1
4767,93,8.87,1
4768,99,5.83,0
4769,100,5.59,0
4770,105,5.93,1
4771,101,7.93,0
4772,117,7.62,1
4773,125,5.23,1
4774,131,6.44,0
4775,101,6.99,0
4776,125,5.8,0
4777,101,5.0,0
4778,90,8.32,1
4779,97,5.49,0
4780,126,8.46,1
4781,109,5.1,0
4782,94,4.24,0
4783,94,8.47,1
4784,113,7.66,1
4785,132,6.86,1
4786,95,5.5,1
4787,108,5.69,0
4788,85,8.47,1
4789,99,8.83,1
4790,94,5.72,0
4791,134,7.85,1
4792,96,9.53,1
4793,117,6.65,1
4794,129,7.56,0
4795,108,5.61,0
4796,106,5.92,1
4797,123,6.04,0
4798,109,5.98,0
4799,88,7.17,1
4800,104,4.98,0
4801,116,5.85,0
4802,110,5.01,0
4803,122,7.23,1
4804,92,6.08,0
4805,92,4.36,0
4806,119,5.02,0
4807,91,6.43,0
4808,98,9.6,1
4809,92,5.73,0
4810,80,5.73,0
4811,108,7.07,0
4812,108,5.81,0
4813,87,8.56,0
4814,121,8.5,1
4815,90,6.73,0
4816,107,8.38,1
4817,107,6.67,1
4818,94,4.0,0
4819,119,7.42,1
4820,87,7.49,1
4821,103,9.35,1
4822,131,6.84,1
4823,102,8.14,1
4824,82,6.57,0
4825,112,7.88,1
4826,94,7.86,1
4827,88,5.15,0
4828,109,5.84,0
4829,127,5.44,0
4830,111,6.65,0
4831,114,7.97,1
4832,95,10.0,1
4833,115,8.44,1
4834,116,7.81,1
4835,100,7.04,1
4836,105,5.16,1
4837,100,5.48,0
4838,102,7.36,1
4839,98,8.67,1
4840,112,7.02,1
4841,122,8.51,1
4842,105,7.58,0
4843,95,6.35,0
4844,118,8.08,1
4845,82,7.14,0
4846,82,5.03,0
4847,125,6.85,0
4848,122,4.64,0
4849,104,7.59,1
4850,92,7.0,1
4851,117,6.09,1
4852,79,8.64,1
4853,100,8.65,1
4854,127,6.44,0
4855,101,5.79,0
4856,95,4.12,0
4857,84,7.09,0
4858,97,7.06,0
4859,108,7.75,1
4860,104,4.0,0
4861,100,5.42,0
4862,122,6.13,0
4863,107,4.93,0
4864,123,6.89,1
4865,78,7.03,0
4866,80,7.43,1
4867,133,7.26,0
4868,73,9.74,1
4869,90,6.44,1
4870,138,6.98,0
4871,105,5.35,0
4872,95,8.95,1
4873,114,9.36,1
4874,102,5.67,1
4875,138,6.18,1
4876,93,8.95,1
4877,87,6.51,1
4878,113,6.73,0
4879,100,5.87,0
4880,135,7.12,1
4881,97,6.94,1
4882,120,5.51,1
4883,104,8.54,1
4884,70,4.83,0
4885,136,7.1,0
4886,111,7.07,1
4887,123,6.39,0
4888,117,7.92,1
4889,137,6.19,0
4890,111,5.86,0
4891,92,6.24,0
4892,98,5.68,1
4893,89,5.83,0
4894,119,8.51,1
4895,113,6.15,1
4896,123,6.03,0
4897,107,5.3,0
4898,113,4.02,0
4899,93,8.34,1
4900,99,7.31,1
4901,116,4.67,0
4902,112,8.7,1
4903,104,5.0,0
4904,128,8.74,1
4905,70,6.5,1
4906,101,7.54,1
4907,119,7.42,1
4908,99,10.0,1
4909,110,7.3,1
4910,70,6.46,0
4911,124,6.87,0
4912,111,5.67,0
4913,92,7.56,0
4914,112,7.68,1
4915,106,7.78,1
4916,106,5.34,0
4917,102,6.84,0
4918,120,7.68,1
4919,92,5.72,0
4920,94,7.41,1
4921,97,9.32,1
4922,107,9.58,1
4923,92,6.24,0
4924,118,5.59,0
4925,98,8.5,1
4926,103,6.11,0
4927,97,6.74,1
4928,113,8.04,1
4929,98,6.31,1
4930,108,6.59,1
4931,82,7.73,1
4932,120,6.8,0
4933,99,6.52,1
4934,73,6.86,1
4935,95,6.9,0
4936,94,6.23,0
4937,115,5.77,1
4938,131,8.15,1
4939,93,7.14,1
4940,82,8.42,1
4941,112,8.7,1
4942,111,8.98,1
4943,92,7.69,1
4944,112,7.47,1
4945,103,7.17,1
4946,109,7.93,1
4947,108,8.74,1
4948,108,5.46,0
4949,109,8.6,1
4950,77,4.42,0
4951,96,7.41,1
4952,102,6.67,0
4953,104,5.98,1
4954,100,6.48,0
4955,103,8.23,1
4956,117,7.55,1
4957,117,6.93,1
4958,114,6.3,0
4959,106,6.65,1
4960,107,8.2,1
4961,110,7.64,1
4962,102,5.24,0
4963,97,5.83,0
4964,113,4.53,0
4965,113,7.81,1
4966,102,5.58,0
4967,108,6.1,1
4968,83,8.39,1
4969,116,8.61,1
4970,99,4.15,0
4971,102,8.25,1
4972,119,9.4,1
4973,89,6.61,1
4974,104,7.95,1
4975,100,7.54,1
4976,80,6.92,1
4977,84,6.68,1
4978,121,6.08,1
4979,104,5.75,1
4980,100,6.96,0
4981,85,6.74,1
4982,106,6.34,0
4983,102,9.42,1
4984,115,5.74,0
4985,109,6.72,0
4986,95,7.2,1
4987,103,7.2,0
4988,106,6.52,0
4989,145,7.24,0
4990,111,6.43,1
4991,100,8.28,1
4992,90,7.31,0
4993,113,5.13,0
4994,83,10.0,1
4995,105,8.4,1
4996,117,6.36,1
4997,118,7.1,1
4998,100,5.53,0
4999,124,5.56,0
5000,102,6.75,1
5001,119,5.75,0
5002,123,6.15,0
5003,97,6.34,0
5004,118,8.41,1
5005,119,5.84,1
5006,90,6.51,0
5007,107,8.64,1
5008,112,5.05,0
5009,116,6.5,1
5010,90,4.47,0
5011,131,5.41,0
5012,105,4.93,0
5013,105,6.23,0
5014,79,5.61,0
5015,104,6.1,0
5016,120,7.35,1
5017,118,5.46,0
5018,101,5.07,0
5019,73,9.48,1
5020,128,6.85,1
5021,97,7.09,1
5022,114,7.88,1
5023,97,4.57,0
5024,121,9.06,1
5025,93,4.42,0
5026,78,6.32,0
5027,103,6.85,1
5028,70,6.82,0
5029,115,6.02,0
5030,92,6.0,0
5031,107,7.28,1
5032,103,7.86,1
5033,85,8.86,1
5034,118,4.68,0
5035,132,6.5,1
5036,114,6.34,0
5037,107,6.35,0
5038,91,5.92,0
5039,97,5.88,0
5040,89,7.01,1
5041,114,6.72,0
5042,111,7.17,0
5043,81,6.14,0
5044,94,6.85,1
5045,131,6.05,0
5046,109,8.61,1
5047,89,4.39,0
5048,97,5.43,0
5049,107,8.91,1
5050,113,6.66,0
5051,116,5.27,0
5052,99,8.05,1
5053,110,5.62,1
5054,70,9.73,1
5055,93,5.23,0
5056,115,4.15,0
5057,131,5.21,0
5058,138,7.69,0
5059,112,6.24,1
5060,99,4.06,0
5061,90,6.41,0
5062,122,7.77,1
5063,104,5.32,0
5064,106,7.91,1
5065,96,7.45,1
5066,130,8.53,1
5067,116,4.99,0
5068,110,7.65,1
5069,111,10.0,1
5070,119,6.14,1
5071,119,7.31,1
5072,91,6.12,0
5073,118,7.05,1
5074,95,5.2,0
5075,103,7.56,1
5076,99,6.7,0
5077,100,6.52,1
5078,117,7.07,1
5079,107,6.03,1
5080,111,8.19,1
5081,114,7.55,1
5082,110,4.95,0
5083,94,7.3,1
5084,112,7.2,1
5085,101,8.09,1
5086,87,4.66,0
5087,120,8.5,1
5088,109,9.37,1
5089,126,8.2,1
5090,102,6.85,1
5091,118,7.37,0
5092,85,4.0,0
5093,108,7.2,0
5094,115,7.8,0
5095,83,6.8,0
5096,130,7.59,1
5097,118,6.17,1
5098,72,6.94,0
5099,106,4.0,0
5100,70,8.32,1
5101,100,7.59,1
5102,106,7.91,1
5103,98,6.77,0
5104,126,5.23,0
5105,76,8.91,1
5106,98,6.73,1
5107,110,10.0,1
5108,98,6.01,1
5109,82,6.86,1
5110,95,5.67,0
5111,83,4.0,0
5112,81,7.34,1
5113,101,8.41,1
5114,116,8.92,1
5115,116,6.46,1
5116,81,4.5,0
5117,91,6.08,1
5118,115,6.23,1
5119,99,5.72,0
5120,80,6.9,1
5121,119,4.77,0
5122,132,5.48,0
5123,86,4.91,1
5124,107,6.99,0
5125,110,8.42,1
5126,115,5.22,0
5127,115,4.29,0
5128,118,8.03,1
5129,116,6.93,1
5130,95,7.7,1
5131,99,6.82,1
5132,129,6.63,1
5133,94,6.98,1
5134,84,9.39,1
5135,111,6.66,1
5136,102,8.22,1
5137,116,6.19,1
5138,92,8.5,1
5139,100,6.36,0
5140,115,6.36,1
5141,92,7.04,1
5142,111,6.78,1
5143,122,5.88,1
5144,93,6.96,0
5145,95,6.68,1
5146,106,9.12,1
5147,99,8.96,1
5148,95,7.46,1
5149,75,8.11,1
5150,132,7.39,0
5151,117,7.99,1
5152,104,6.57,0
5153,113,4.63,0
5154,113,7.62,0
5155,127,8.02,1
5156,96,5.57,0
5157,89,8.32,1
5158,91,6.54,0
5159,118,9.05,0
5160,100,6.43,0
5161,97,7.4,1
5162,81,10.0,1
5163,106,5.26,0
5164,102,4.16,0
5165,116,9.52,1
5166,121,6.58,1
5167,121,9.13,1
5168,89,6.71,0
5169,101,7.34,0
5170,120,9.16,1
5171,84,7.3,1
5172,97,7.76,1
